players,endpoint,latency
0,GAME_LIST,815
0,JOIN,243
0,STATE_GET,179
0,PLAY,177
0,PLAY,183
0,PLAY,179
0,PLAY,177
0,PLAY,175
0,PLAY,179
0,PLAY,176
0,PLAY,181
0,PLAY,172
0,PLAY,170
0,PLAY,170
0,PLAY,170
0,PLAY,171
0,PUSH_MESSAGE,1572768270018
0,PUSH_MESSAGE,1572768270019
0,PUSH_MESSAGE,1572768270021
0,PUSH_MESSAGE,1572768270022
0,PLAY,170
0,PUSH_MESSAGE,1572768270201
0,PLAY,182
0,PUSH_MESSAGE,1572768270275
0,PLAY,179
0,PUSH_MESSAGE,1572768270457
0,PUSH_MESSAGE,1572768270573
0,PLAY,176
0,PLAY,184
0,PUSH_MESSAGE,1572768270815
0,PLAY,183
0,PUSH_MESSAGE,1572768270993
0,PLAY,201
0,PUSH_MESSAGE,1572768271176
0,PUSH_MESSAGE,1572768271297
0,PLAY,174
0,PLAY,199
0,PUSH_MESSAGE,1572768271547
0,PLAY,192
0,PUSH_MESSAGE,1572768271751
0,PLAY,169
0,PUSH_MESSAGE,1572768272058
0,PLAY,171
0,PLAY,182
0,PUSH_MESSAGE,1572768272288
0,PLAY,178
0,PUSH_MESSAGE,1572768272471
0,PLAY,189
0,PUSH_MESSAGE,1572768272649
0,PUSH_MESSAGE,1572768272781
0,PLAY,193
0,PUSH_MESSAGE,1572768272838
0,PLAY,171
0,PUSH_MESSAGE,1572768273208
0,PLAY,196
