players,endpoint,latency
0,GAME_LIST,798
0,JOIN,180
0,STATE_GET,174
0,PLAY,185
0,PLAY,169
0,PLAY,171
0,PLAY,170
0,PLAY,171
0,PLAY,182
0,PLAY,168
0,PLAY,169
0,PLAY,168
0,PLAY,168
0,PLAY,167
0,PLAY,168
0,PUSH_MESSAGE,1572768718715
0,PUSH_MESSAGE,1572768718717
0,PUSH_MESSAGE,1572768718718
0,PUSH_MESSAGE,1572768718719
0,PUSH_MESSAGE,1572768718732
0,PLAY,169
0,PUSH_MESSAGE,1572768718852
0,PLAY,170
0,PLAY,173
0,PUSH_MESSAGE,1572768719195
0,PLAY,171
0,PUSH_MESSAGE,1572768719354
0,PLAY,184
0,PUSH_MESSAGE,1572768719521
0,PLAY,180
0,PUSH_MESSAGE,1572768719739
0,PLAY,170
0,PLAY,175
0,PUSH_MESSAGE,1572768720099
0,PLAY,173
0,PUSH_MESSAGE,1572768720283
0,PLAY,181
0,PUSH_MESSAGE,1572768720419
0,PUSH_MESSAGE,1572768720420
0,PLAY,169
0,PUSH_MESSAGE,1572768720602
0,PLAY,168
0,PLAY,174
0,PUSH_MESSAGE,1572768720922
0,PLAY,171
0,PUSH_MESSAGE,1572768721096
0,PLAY,180
0,PUSH_MESSAGE,1572768721268
0,PLAY,171
0,PUSH_MESSAGE,1572768721478
0,PLAY,182
0,PUSH_MESSAGE,1572768721621
0,PLAY,180
