players,endpoint,latency
0,GAME_LIST,790
0,JOIN,185
0,STATE_GET,177
0,PLAY,187
0,PUSH_MESSAGE,1572768534692
0,PUSH_MESSAGE,1572768534695
0,PUSH_MESSAGE,1572768534704
0,PLAY,186
0,PUSH_MESSAGE,1572768534744
0,PLAY,168
0,PUSH_MESSAGE,1572768534913
0,PLAY,167
0,PLAY,184
0,PUSH_MESSAGE,1572768535268
0,PUSH_MESSAGE,1572768535270
0,PLAY,185
0,PUSH_MESSAGE,1572768535447
0,PLAY,168
0,PUSH_MESSAGE,1572768535636
0,PLAY,170
0,PLAY,178
0,PUSH_MESSAGE,1572768535972
0,PLAY,174
0,PUSH_MESSAGE,1572768536187
0,PLAY,183
0,PUSH_MESSAGE,1572768536322
0,PUSH_MESSAGE,1572768536332
0,PLAY,170
0,PLAY,178
0,PUSH_MESSAGE,1572768536711
0,PLAY,176
0,PUSH_MESSAGE,1572768536902
0,PLAY,184
0,PUSH_MESSAGE,1572768537041
0,PUSH_MESSAGE,1572768537043
0,PLAY,170
0,PUSH_MESSAGE,1572768537230
0,PLAY,166
0,PLAY,181
0,PLAY,169
0,PUSH_MESSAGE,1572768537725
0,PUSH_MESSAGE,1572768537726
0,PUSH_MESSAGE,1572768537729
0,PLAY,184
0,PUSH_MESSAGE,1572768537907
0,PLAY,168
0,PLAY,176
0,PUSH_MESSAGE,1572768538258
0,PLAY,176
0,PUSH_MESSAGE,1572768538474
0,PLAY,179
0,PUSH_MESSAGE,1572768538612
0,PUSH_MESSAGE,1572768538614
0,PLAY,186
0,PUSH_MESSAGE,1572768538793
0,PUSH_MESSAGE,1572768538794
0,PLAY,180
0,PUSH_MESSAGE,1572768538978
0,PUSH_MESSAGE,1572768538983
0,PLAY,181
0,PUSH_MESSAGE,1572768539159
0,PUSH_MESSAGE,1572768539160
0,PLAY,190
0,PUSH_MESSAGE,1572768539344
0,PUSH_MESSAGE,1572768539345
0,PLAY,179
0,PUSH_MESSAGE,1572768539539
0,PUSH_MESSAGE,1572768539540
0,PLAY,183
0,PUSH_MESSAGE,1572768539710
0,PUSH_MESSAGE,1572768539712
0,PLAY,189
0,PUSH_MESSAGE,1572768539891
0,PUSH_MESSAGE,1572768539895
0,PLAY,183
0,PUSH_MESSAGE,1572768540102
0,PUSH_MESSAGE,1572768540103
0,PLAY,193
0,PUSH_MESSAGE,1572768540272
0,PUSH_MESSAGE,1572768540424
0,PLAY,183
0,PUSH_MESSAGE,1572768540459
0,PLAY,167
0,PUSH_MESSAGE,1572768540637
0,PLAY,184
0,PUSH_MESSAGE,1572768540810
0,PUSH_MESSAGE,1572768540975
0,PLAY,182
