players,endpoint,latency
0,GAME_LIST,343
0,JOIN,180
0,STATE_GET,173
0,PLAY,193
0,PLAY,172
0,PLAY,171
0,PLAY,171
0,PLAY,171
0,PLAY,170
0,PLAY,211
0,PUSH_MESSAGE,1572768717939
0,PUSH_MESSAGE,1572768717944
0,PUSH_MESSAGE,1572768717946
0,PLAY,172
0,PLAY,187
0,PUSH_MESSAGE,1572768718295
0,PLAY,183
0,PUSH_MESSAGE,1572768718524
0,PLAY,174
0,PLAY,186
0,PUSH_MESSAGE,1572768718876
0,PLAY,171
0,PLAY,175
0,PUSH_MESSAGE,1572768719255
0,PLAY,173
0,PUSH_MESSAGE,1572768719391
0,PLAY,170
0,PUSH_MESSAGE,1572768719575
0,PLAY,170
0,PUSH_MESSAGE,1572768719752
0,PLAY,169
0,PLAY,175
0,PUSH_MESSAGE,1572768720081
0,PLAY,172
0,PUSH_MESSAGE,1572768720278
0,PLAY,183
0,PUSH_MESSAGE,1572768720403
0,PUSH_MESSAGE,1572768720410
0,PLAY,184
0,PUSH_MESSAGE,1572768720631
0,PLAY,169
0,PLAY,177
0,PUSH_MESSAGE,1572768720956
0,PLAY,174
0,PUSH_MESSAGE,1572768721132
0,PLAY,171
0,PUSH_MESSAGE,1572768721320
0,PLAY,185
0,PUSH_MESSAGE,1572768721507
0,PLAY,172
0,PUSH_MESSAGE,1572768721672
