players,endpoint,latency
0,GAME_LIST,801
0,JOIN,214
0,STATE_GET,175
0,PLAY,182
0,PLAY,169
0,PLAY,183
0,PLAY,169
0,PLAY,169
0,PLAY,169
0,PLAY,169
0,PUSH_MESSAGE,1572768654140
0,PUSH_MESSAGE,1572768654147
0,PUSH_MESSAGE,1572768654149
0,PUSH_MESSAGE,1572768654150
0,PLAY,169
0,PLAY,186
0,PUSH_MESSAGE,1572768654391
0,PUSH_MESSAGE,1572768654433
0,PLAY,168
0,PUSH_MESSAGE,1572768654588
0,PLAY,170
0,PLAY,181
0,PUSH_MESSAGE,1572768654954
0,PLAY,174
0,PLAY,175
0,PUSH_MESSAGE,1572768655266
0,PLAY,174
0,PUSH_MESSAGE,1572768655442
0,PLAY,183
0,PUSH_MESSAGE,1572768655645
0,PLAY,178
0,PUSH_MESSAGE,1572768655833
0,PLAY,182
0,PUSH_MESSAGE,1572768656045
0,PLAY,167
0,PLAY,172
0,PUSH_MESSAGE,1572768656337
0,PLAY,171
0,PUSH_MESSAGE,1572768656559
0,PLAY,179
0,PUSH_MESSAGE,1572768656754
0,PUSH_MESSAGE,1572768656754
0,PLAY,169
0,PLAY,184
0,PLAY,169
0,PUSH_MESSAGE,1572768657240
0,PUSH_MESSAGE,1572768657242
0,PLAY,171
0,PLAY,178
0,PUSH_MESSAGE,1572768657619
0,PLAY,176
0,PUSH_MESSAGE,1572768657732
0,PUSH_MESSAGE,1572768657754
0,PLAY,167
0,PUSH_MESSAGE,1572768657969
0,PLAY,182
0,PUSH_MESSAGE,1572768658080
0,PLAY,184
0,PUSH_MESSAGE,1572768658290
0,PLAY,188
0,PUSH_MESSAGE,1572768658440
0,PUSH_MESSAGE,1572768658450
0,PLAY,170
0,PUSH_MESSAGE,1572768658696
0,PLAY,180
0,PUSH_MESSAGE,1572768658833
0,PLAY,186
