players,endpoint,latency
0,GAME_LIST,816
0,JOIN,226
0,STATE_GET,175
0,PLAY,202
0,PLAY,188
0,PLAY,170
0,PLAY,172
0,PLAY,174
0,PLAY,174
0,PLAY,175
0,PLAY,175
0,PUSH_MESSAGE,1572768430510
0,PUSH_MESSAGE,1572768430512
0,PUSH_MESSAGE,1572768430513
0,PUSH_MESSAGE,1572768430514
0,PUSH_MESSAGE,1572768430515
0,PLAY,172
0,PLAY,182
0,PUSH_MESSAGE,1572768430768
0,PUSH_MESSAGE,1572768430782
0,PLAY,177
0,PUSH_MESSAGE,1572768430950
0,PUSH_MESSAGE,1572768430962
0,PLAY,194
0,PUSH_MESSAGE,1572768431136
0,PUSH_MESSAGE,1572768431137
0,PLAY,194
0,PUSH_MESSAGE,1572768431319
0,PUSH_MESSAGE,1572768431327
0,PLAY,172
0,PUSH_MESSAGE,1572768431539
0,PLAY,187
0,PUSH_MESSAGE,1572768431695
0,PLAY,174
0,PLAY,176
0,PUSH_MESSAGE,1572768432068
0,PLAY,175
0,PUSH_MESSAGE,1572768432228
0,PLAY,186
0,PUSH_MESSAGE,1572768432407
0,PUSH_MESSAGE,1572768432408
0,PLAY,185
0,PUSH_MESSAGE,1572768432600
0,PUSH_MESSAGE,1572768432601
0,PLAY,190
0,PUSH_MESSAGE,1572768432774
0,PUSH_MESSAGE,1572768432777
0,PLAY,190
0,PUSH_MESSAGE,1572768432966
0,PUSH_MESSAGE,1572768432970
0,PLAY,185
0,PUSH_MESSAGE,1572768433159
0,PLAY,171
0,PLAY,170
0,PUSH_MESSAGE,1572768433509
0,PLAY,172
0,PLAY,176
0,PUSH_MESSAGE,1572768433885
0,PLAY,174
0,PUSH_MESSAGE,1572768434078
0,PLAY,170
0,PUSH_MESSAGE,1572768434209
0,PLAY,185
0,PUSH_MESSAGE,1572768434380
0,PUSH_MESSAGE,1572768434390
0,PLAY,168
